,county,state,percentage16_Donald_Trump,percentage16_Hillary_Clinton,total_votes16,votes16_Donald_Trump,votes16_Hillary_Clinton,percentage20_Donald_Trump,percentage20_Joe_Biden,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,lat,long,cases,deaths,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
38,Allegan,MI,0.613,0.325,55153,33812,17932,0.616,0.364,67182,41381,24447,42.59147037,-85.89102866,1503,7,114145,56997,57148,7.2,88.7,1.3,0.5,0.6,0,84358,58487,1264,27172,539,10.8,14.3,30.3,14.7,20.1,12.4,22.5,86,7.6,0.3,1.4,0.7,4.1,23.9,54028,86.3,7.7,5.9,0.2,3.6
1789,Marlboro,SC,0.411,0.573,10353,4257,5928,0.441,0.55,11446,5044,6290,34.59905577,-79.67561152,1159,14,27505,14565,12940,3.3,39.2,50.2,3.3,0.3,0,21406,33921,1434,16561,1026,26.6,39.1,23.2,17.5,21.1,9.5,28.7,83.7,12.9,0.4,0.9,0.3,1.8,25.2,9731,77.3,17.2,5.5,0,14.6
3041,Wilson,TN,0.698,0.255,56286,39304,14356,0.677,0.3,74092,50149,22197,36.15496772,-86.29775884,4999,64,128874,63009,65865,3.8,86,6.8,0.3,1.5,0.1,95199,66123,2543,31155,818,9.2,13.3,37.7,15.1,27.1,8.5,11.6,83.5,8.7,0.8,0.7,0.9,5.4,30,63207,79.6,12.9,7.5,0.1,4.5
1878,Mercer,MO,0.855,0.124,1739,1486,216,0.866,0.125,1779,1541,222,40.42212303,-93.5682959,37,0,3669,1835,1834,1.7,95.8,0.4,0,0.6,0.1,2727,43314,3418,20374,1755,17.7,20.3,32.4,14,18.9,12.9,21.7,74.8,7.3,1.1,6.2,1.8,8.9,21.7,1594,67.7,17.4,14.2,0.8,3.5
2050,Newton,AR,0.766,0.186,3753,2875,699,0.798,0.177,3998,3192,709,35.91947491,-93.21612969,324,20,7898,3979,3919,1.4,94.3,0,1.5,0.5,0,6288,38134,4984,18053,1295,17.8,23.1,27.8,21.1,18.6,16.1,16.5,77.3,11.9,0.7,3.7,1.3,5.1,30.5,3114,59.6,25,15.4,0,4
2223,Phillips,CO,0.768,0.187,2332,1791,436,0.79,0.194,2461,1945,477,40.59414277,-102.3577703,61,0,4327,2249,2078,20.1,77.4,0.2,0.3,0.4,0,2981,50076,8749,27790,2720,8.1,3.2,32.2,20.2,20.4,16.4,10.8,71.5,16.4,0,7.7,1.4,3,15.8,2104,70.9,15.5,13.2,0.5,2
1330,Ionia,MI,0.621,0.311,26364,16374,8206,0.641,0.338,32201,20655,10899,42.94502238,-85.07413319,834,8,64147,34130,30017,4.7,88.3,4.7,0.2,0.4,0,48782,51980,1721,22715,609,13.1,16.7,27,17.3,23.1,11.7,20.9,82,10.7,0.4,2.5,0.9,3.5,27.3,27980,79.9,14.1,5.8,0.2,6.2
2083,Nye,NV,0.68,0.26,19592,13320,5095,0.69,0.289,24021,16575,6950,38.04264256,-116.4722702,726,16,43296,21789,21507,14.2,77.2,3,1.5,1.6,0.4,34245,44225,3588,23740,1044,17.3,26.7,24.3,23.2,24,15.6,12.9,72.9,14.1,1.1,4.6,2.2,5.1,24.4,14551,77.8,16,6,0.3,11.4
909,Fayette,OH,0.718,0.247,10817,7763,2672,0.749,0.237,12305,9220,2911,39.56021306,-83.4562016,507,10,28659,14027,14632,2,92.9,2,0,0.8,0.1,21586,44289,2298,24013,1020,17.7,27.2,26.7,16.8,24.2,10.5,21.9,86.8,8.1,0.2,1,0.4,3.4,24,12510,80.1,13.8,5.8,0.3,6.3
2786,Towns,GA,0.799,0.179,6726,5377,1206,0.8,0.194,7979,6384,1550,34.91369188,-83.7410746,455,13,11173,5272,5901,1.5,95,1,0.3,0.2,0,9532,41182,2699,22301,1424,14.7,22.6,30.3,24.8,26.5,9.2,9.2,79.8,9.8,0,3,2,5.4,19,3955,75.1,15,9.7,0.2,6.8
1816,Mason,WV,0.751,0.205,10115,7597,2069,0.755,0.225,11149,8422,2511,38.77071799,-82.02524219,182,6,27000,13010,13990,0.6,96.8,0.3,0.1,0.1,0,21225,38977,3951,21094,1205,19.3,27.6,23.5,21.6,19.3,12.5,23.2,85.8,10.4,0.2,1.4,0.4,1.7,32.2,9259,81.9,15.2,2.7,0.1,7.7
1126,Grundy,IA,0.667,0.273,6766,4516,1847,0.679,0.304,7260,4929,2206,42.40183723,-92.78829551,375,6,12354,6117,6237,1.2,97.1,0.7,0,0.3,0,9420,65170,2260,35662,1734,5.8,4.4,36.7,14,22.9,11.9,14.5,83.3,7,0.1,3.7,0.6,5.3,21.1,6295,75.4,15.1,9.5,0,2.9
1466,Kendall,IL,0.475,0.46,50815,24152,23392,0.465,0.512,61327,28515,31394,41.59081014,-88.42869583,3083,30,122933,60801,62132,17.6,71.2,6.4,0.1,3.2,0,82182,89860,4149,33369,997,5.6,7.4,38.2,13.8,26.7,9.2,12.1,83.4,7.2,3.1,0.6,0.9,4.8,33,63352,85.3,11.7,2.8,0.2,5
1908,Milwaukee,WI,0.29,0.664,434970,126091,288986,0.293,0.691,458935,134355,317251,43.00486062,-87.96733172,43482,593,956586,462784,493802,14.6,52.2,26.1,0.5,4.1,0,679917,46784,479,26933,227,20.5,30.2,36,19.8,22.9,5.9,15.4,76.5,9.2,5.7,3.6,1.6,3.4,22.4,454524,84.7,11.6,3.6,0.1,7.1
286,Brown,TX,0.861,0.116,13949,12010,1621,0.858,0.132,15940,13681,2103,31.77430356,-98.99907113,701,28,37787,18741,19046,21.5,72.7,3.6,0.2,0.6,0,27983,43062,1925,24040,1409,16.4,24.7,33.5,17.7,22,10.8,16.1,86.3,8.9,0.3,1.5,0.6,2.3,17.3,15238,76.9,15.1,8,0,4.3
2895,Walworth,SD,0.765,0.184,2477,1896,457,0.762,0.219,2580,1966,565,45.43019636,-100.0307514,287,10,5502,2678,2824,2,79.8,0.5,12.2,2,0.4,4149,46623,7342,29457,3359,10.2,10.8,36.9,21.1,20.2,12.1,9.7,72.6,14.9,1.1,5,1.5,4.9,15.2,2741,69.9,15.4,14.4,0.3,3.7
1212,Hartford,CT,0.371,0.586,399219,147912,233789,0.126,0.866,32686,4117,28295,41.80283011,-72.73103891,18184,1481,897417,435729,461688,17.3,62.5,12.8,0.1,5,0,649810,69936,847,37817,386,11.2,15.6,43.4,16.7,23.5,6.2,10.3,81.1,8.4,3.3,2.1,1.1,4,23,445468,80.9,13.8,5,0.2,7.4
87,Ashland,OH,0.713,0.235,24074,17169,5659,0.734,0.249,25883,19002,6448,40.84772277,-82.27280781,511,9,53299,26005,27294,1.3,96,0.8,0,0.6,0,40471,50893,1608,24612,725,14.2,21.5,29.2,16.9,20.7,10.6,22.5,84.9,6.5,0.3,3.9,1.1,3.3,24.4,25070,85.4,10.1,4.1,0.4,4.2
146,Baxter,AR,0.743,0.211,19730,14655,4163,0.754,0.221,20968,15810,4625,36.28784385,-92.33782872,776,11,41093,19857,21236,2.1,95.1,0.2,0.5,0.4,0,33597,40072,1602,24737,1307,12.6,17.6,30.1,19,22.9,10.5,17.6,84.1,9.2,0.4,2.4,0.7,3.3,16.4,15926,79.5,11.7,8.6,0.2,5.8
764,Des Moines,IA,0.507,0.437,18713,9479,8178,0.531,0.446,19947,10589,8887,40.92012606,-91.18326592,1644,11,39876,19534,20342,2.9,88,6,0.2,0.6,0,30397,47524,1795,27168,1326,15.3,23.8,27.8,18.4,23.5,8.9,21.4,82.8,7.3,0.5,3,3.2,3.2,15.9,19302,83.4,10.7,5.8,0,5.6
2989,Wells,IN,0.762,0.197,13123,9999,2585,0.771,0.208,14080,10855,2928,40.72934187,-85.22132966,562,13,27832,13689,14143,2.8,95,0.7,0.2,0.5,0,20806,53038,2386,25850,741,11,15.5,27.3,15.9,22.7,10.8,23.3,88.8,4.9,0.1,1.5,0.7,4.1,21.3,13703,85.4,8.8,5.7,0.1,3
372,Campbell,WY,0.88,0.074,17935,15778,1324,0.868,0.099,19566,16975,1935,44.24886082,-105.5474404,1190,3,48116,25001,23115,8.4,87.7,0.3,0.8,0.5,0,33763,80178,3568,33200,1423,9.4,12.6,26.5,14.2,21.7,22.6,15,80,10.2,2.5,1.9,1.9,3.6,20.7,25511,80.1,14.8,4.9,0.2,4.6
1519,Kootenai,ID,0.671,0.245,66286,44449,16264,0.699,0.271,89878,62837,24312,47.67282258,-116.7020872,4509,51,150128,74161,75967,4.4,91,0.4,1.3,0.7,0.1,113785,53189,1643,28275,793,12.6,18.9,32,18.9,26.7,11.7,10.6,81.6,8.9,0.3,2,1.7,5.5,21.7,67680,78.9,13.3,7.6,0.2,6.1
1384,Jay,IN,0.716,0.237,7962,5697,1889,0.751,0.227,8466,6361,1926,40.43781032,-85.00576229,421,7,21107,10360,10747,3,95.1,0.3,0.1,0.5,0,15490,42878,2330,20193,642,17.9,24.8,22.4,15.6,16.3,14.2,31.4,79.2,10,0.6,2.2,2.2,5.9,19.6,9315,81.3,9.6,8.4,0.7,6.1
1904,Miller,GA,0.743,0.245,2540,1888,622,0.729,0.264,2835,2066,749,31.16568912,-84.73151117,316,2,5884,2885,2999,0.4,68.4,30.3,0.8,0,0,4518,37255,4203,21002,2033,23.3,37.1,28.8,23.2,20.6,14.1,13.2,85.7,8.1,1.4,1,2,1.7,24.3,2368,63.1,26,10.9,0,5.7
174,Bennington,VT,0.362,0.584,16345,5925,9539,0.349,0.616,7096,2473,4369,43.03519828,-73.09048868,142,1,36054,17689,18365,1.8,94.7,0.8,0.1,0.4,0,28655,52251,3311,31313,1310,12.8,20.1,36.1,18.7,21.6,10.1,13.5,75.6,8.9,0.5,4.9,2,8,19.3,17605,77.6,10.8,11.4,0.2,4.4
2503,Santa Rosa,FL,0.745,0.21,87432,65126,18398,0.724,0.258,106857,77349,27582,30.6934145,-87.02458128,6021,88,166778,85374,81404,5.2,82.9,5.8,0.5,1.9,0.1,126537,62731,1578,28908,655,11.3,16.1,37.7,15.9,26,10.9,9.4,83.2,9.9,0.1,0.5,1.1,5.1,28.7,70810,77.7,16.4,5.8,0.1,6.3
2883,Waldo,ME,0.459,0.461,22630,10378,10442,0.573,0.393,593,340,233,44.4858305,-69.12061935,154,14,39280,19269,20011,1.2,95.8,0.5,0.3,0.4,0,31212,50162,2047,27763,1129,14.3,18.7,35.9,17.5,21.8,12.6,12.1,75.9,10.6,0.4,3.9,1.3,7.9,26.4,18698,72.8,13.8,13.2,0.1,6.5
1923,Mitchell,KS,0.785,0.166,2824,2216,469,0.808,0.18,3039,2454,547,39.39331582,-98.20906732,63,0,6230,3199,3031,2.2,95.6,0.7,0.4,0.5,0,4823,44591,3633,26108,2013,14.8,17.6,39.2,11.5,19.6,16,13.7,87.4,4.2,0.2,4.6,1.4,2.3,9.6,2868,74.4,14.6,10.7,0.3,3.8
1164,Hancock,GA,0.235,0.754,3572,841,2695,0.278,0.717,4165,1159,2985,33.2721566,-82.99766919,419,44,8667,5258,3409,1.8,24.1,72.9,0,0.5,0.1,7276,29268,2293,15454,3288,30,54.8,25.8,33,19.6,6.3,15.3,89,5.2,1,0,0,4.7,29.4,2126,66.8,26.8,6.4,0,4
431,Cecil,MD,0.652,0.299,42309,27579,12651,0.628,0.35,45853,28797,16053,39.56647682,-75.94627411,1381,36,102416,50878,51538,4.1,85.8,6.4,0.3,1.4,0,77244,70516,2476,32542,921,9.4,12.8,35.2,16.3,21.5,12.9,14.1,82.9,8.4,1.2,1.6,1.4,4.6,29.3,50620,78.6,17.1,4.2,0.1,5.8
2115,Ontario,NY,0.511,0.424,47664,24343,20233,0.539,0.434,47830,25757,20779,42.85145728,-77.30874425,710,35,109491,53712,55779,4.4,90.3,2.3,0.2,1.3,0.1,84938,61710,1781,33685,1232,9.7,12.9,40.4,16.4,23.2,8.3,11.6,82.9,7.9,0.7,3.5,0.9,4.2,23.2,54398,80.3,14.2,5.3,0.2,4.7
1668,Linn,KS,0.789,0.168,4279,3377,721,0.804,0.176,4903,3940,863,38.21267844,-94.84254089,117,1,9602,4793,4809,2.6,93.9,0.7,1,0.3,0,7366,46576,5145,25796,2103,17.4,18.9,24.7,16.3,22.8,19.1,17.1,84.1,10.2,0.3,1.2,0.7,3.5,32.8,4141,74.9,16.7,8.4,0.1,5.8
917,Fillmore,MN,0.571,0.353,10976,6271,3872,0.603,0.376,12104,7301,4551,43.67394126,-92.08980382,309,0,20825,10448,10377,1.4,96.8,0.5,0.1,0.5,0,15613,57093,1913,28441,766,11.3,17.9,34.8,16.7,19,14.9,14.6,72.5,12.1,2.1,4.4,1.2,7.7,26.5,10671,78.3,11,10.3,0.4,2.8
1193,Harlan,NE,0.823,0.138,1582,1302,219,0.838,0.146,1928,1615,282,40.17658508,-99.40438879,66,0,3469,1811,1658,3.7,94.2,0.9,0.3,0.3,0,2681,46750,4400,26375,1935,12.9,19.9,32.9,16.3,21.5,17.4,11.8,78.9,10.1,0.3,4.3,0.6,5.8,16.8,1613,70.1,16.9,12.5,0.5,2
195,Bertie,NC,0.371,0.622,9380,3476,5837,0.39,0.604,9676,3778,5846,36.0688473,-76.96545943,737,20,19913,10057,9856,2.1,34.3,61.6,0.6,0.6,0,16080,31287,1747,18319,1036,22,35.1,23.7,16,18.6,12.7,29,80.7,11.6,0.7,2,1.9,3.1,24.8,7307,74,20.5,5.3,0.2,12.7
3011,White,TN,0.783,0.188,9776,7657,1842,0.808,0.18,11867,9587,2134,35.92929884,-85.45591799,1273,15,26394,12929,13465,2.3,93.8,1.6,0,0,0,20402,37654,2414,19867,1582,17.6,24,24.9,18,23.1,10.6,23.4,86.4,9.1,0,1.4,1.1,2.1,24,9994,76.6,13.6,9.7,0.1,9.3
916,Ferry,WA,0.617,0.307,3123,1927,960,0.637,0.341,4292,2735,1465,48.4711431,-118.5154041,35,0,7568,3911,3657,4.3,73.6,0.1,13.6,1,0.7,6107,41081,2040,21951,1541,21.2,24.8,37,16.7,20,15.4,11,65.1,15.7,0.2,8.8,1.5,8.7,22.2,2465,47.5,41.5,9.5,1.6,9.5
1267,Hockley,TX,0.796,0.173,7282,5793,1257,0.808,0.183,8091,6534,1481,33.60771256,-102.3431676,754,19,23273,11505,11768,46.9,47.7,3.6,0.6,0.2,0.1,16017,49184,2913,22673,994,14.9,18.7,26.2,17,24.6,19.4,12.8,78.6,16.2,0.1,2,0.7,2.5,19.6,10337,81.1,12.7,6,0.3,7.4
1520,Kosciusko,IN,0.749,0.198,31907,23909,6311,0.739,0.233,35846,26476,8350,41.24521668,-85.86312322,2346,30,78720,39206,39514,7.9,88.6,0.7,0.2,1,0,57371,57190,1972,27884,767,11.2,16.1,28.6,13.3,21.1,8.9,28.1,80.8,11.7,0.1,1.7,2,3.6,19.7,38265,88.2,6.5,5.1,0.1,4.6
40,Allegany,NY,0.684,0.261,17111,11712,4473,0.734,0.242,17271,12670,4188,42.25748406,-78.02750466,348,8,47400,24013,23387,1.5,94.5,1.4,0.3,1.2,0,37152,45359,1489,22377,581,16.5,25.7,31.4,22.2,19.2,10.5,16.6,75.1,7.8,0.6,12.4,1.3,2.8,21.4,20132,73.6,19.3,6.8,0.3,7.3
1527,LaGrange,IN,0.735,0.218,9552,7025,2080,0.763,0.221,10633,8110,2355,41.64232188,-85.42674232,878,15,38720,19659,19061,3.9,94.4,0.1,0.1,0.2,0,25367,58336,2617,22780,1076,9.1,11.6,20.8,11.1,16,10.7,41.5,53.2,26.9,0.2,4,10.4,5.3,22.9,16479,88,5.5,6,0.4,2.9
2790,Travis,TX,0.274,0.663,462511,126750,306475,0.264,0.714,605034,159907,432062,30.33432034,-97.7853562,32220,452,1176584,593319,583265,33.9,49.3,7.9,0.2,6.3,0,783460,68350,751,38820,418,13.9,18.8,47.4,15.8,22.1,8.1,6.6,74.5,9.7,3.2,1.9,2.3,8.4,25.3,645807,77.7,14.9,7.3,0.1,4.5
1881,Mercer,OH,0.807,0.156,21315,17200,3335,0.817,0.17,23426,19145,3981,40.54043046,-84.62912742,1761,30,40723,20484,20239,1.8,95.8,0.7,0,0.4,0.4,30047,57052,2526,27540,928,7.4,8.3,27,13.7,19.3,10.9,29.1,88.9,6.1,0.3,1.4,1,2.3,17.5,20716,86.3,8.3,5.3,0.1,3.9
1493,Kingman,KS,0.764,0.181,3281,2507,594,0.79,0.19,3929,3102,745,37.55909527,-98.13638678,136,3,7576,3835,3741,3.2,93.8,0.4,0.4,0,0,5806,57593,6462,30927,2418,7.6,9.6,32.6,14.4,19.4,17.1,16.4,81.2,8.4,0.1,2.3,2.5,5.4,22.1,3648,70,15.6,14.3,0.2,4.7
1973,Montgomery,VA,0.456,0.469,42695,19455,20015,0.461,0.518,44789,20629,23218,37.17746986,-80.37868691,2958,5,97692,50448,47244,3.1,83.9,4.3,0.3,6.5,0,77245,53424,1793,28277,1247,23.8,15.5,47.2,19.9,19.6,4.8,8.5,75.2,8.5,4.9,4.8,2.4,4.1,18.7,46955,64.6,31.3,3.9,0.1,4.3
2983,Webster,MO,0.769,0.19,16690,12829,3173,0.792,0.19,18776,14874,3572,37.2813734,-92.876329,1239,16,37558,19170,18388,2,94.5,1.2,0.3,0.3,0.2,27180,45185,2225,20468,784,18.4,25.5,24.9,16.5,23.6,14.8,20.2,81.4,12,0.4,2.3,1.4,2.5,28.9,15097,79.9,10.8,9.2,0.1,4.8
2089,Ochiltree,TX,0.882,0.092,2981,2628,274,0.891,0.096,3155,2811,302,36.27829105,-100.8158184,338,5,10484,5353,5131,53,44.5,0.2,0.7,0.2,0,5698,50120,4332,24157,2387,13,14.7,22.9,17.1,19.9,25.7,14.4,76.1,19.1,0,2,1.8,1.1,18.5,4679,79.1,12.8,7.8,0.3,7.6
2697,Summit,CO,0.315,0.592,16061,5064,9502,0.288,0.684,18330,5275,12535,39.63803232,-106.1150762,778,4,29722,16218,13504,14,81.9,0.9,0.3,0.4,0.2,23166,73538,3671,37192,2108,10.3,15.3,27.8,29.2,22.4,11.9,8.7,72.4,3.8,6.7,7.1,1.8,8.1,16.4,19358,82.8,10.2,7,0,3.3
2722,Talbot,GA,0.369,0.617,3243,1196,2001,0.395,0.6,3522,1392,2114,32.69642758,-84.53351366,180,8,6423,3030,3393,2.3,40.2,56.4,0.1,0.5,0,5273,37226,5150,21351,2184,16.9,19.2,17.3,23.1,19.8,12.4,27.3,77.5,14.2,0.1,0.8,4.5,2.9,34.5,2620,80.2,15.3,3.9,0.6,8.2
748,Decatur,TN,0.782,0.195,4577,3580,894,0.806,0.172,5250,4229,904,35.60048904,-88.11043779,689,11,11681,5744,5937,3.2,91.7,2.9,0,0.3,0,9127,36427,4527,21098,1566,22.6,34.3,30,18.7,20.6,12.5,18.1,82.4,9.2,0.3,0.9,1.7,5.5,26.9,4497,67.4,20.6,11.4,0.5,9.7
560,Cleveland,AR,0.734,0.216,3352,2460,723,0.796,0.181,3588,2857,649,33.89723187,-92.18537045,257,13,8332,4189,4143,1.8,84.7,11,0.4,0.1,0,6341,44840,3699,23171,1257,19.3,31.2,30.1,13.7,20.8,17.5,18,85,8.1,0.5,3.1,2.3,1,29.6,3362,73.1,22.6,4.3,0,6.6
2612,Spalding,GA,0.603,0.36,25940,15636,9347,0.6,0.391,30116,18057,11784,33.26310031,-84.28013991,1631,63,64192,31075,33117,4.3,59.4,33.3,0.4,0.9,0,47623,42398,2062,21675,1192,21.6,33.7,27.9,17.2,25.6,10.5,18.8,87,8.1,0.4,1.1,1.6,1.7,29,24789,80,16.1,3.6,0.4,8.3
2916,Wasatch,UT,0.505,0.251,11149,5627,2800,0.605,0.35,16456,9953,5762,40.33110236,-111.1691419,1219,9,29306,14903,14403,13.5,83.6,0.1,0.1,1.2,0,18354,74552,4096,30086,1703,7.8,10.2,36.7,20.9,24.4,10.6,7.4,78.6,12.2,0,1.5,0.9,6.7,23.3,14397,78.1,15.1,6.5,0.2,2.4
836,Ector,TX,0.687,0.281,36373,24976,10225,0.734,0.255,44417,32586,11310,31.86898877,-102.5429428,6547,121,155744,78798,76946,58.7,34.5,4.1,0.2,1,0,96417,59528,2471,27728,973,12.3,15.6,23.4,15.7,25.9,17.9,17.1,81.1,13.6,0.4,1.7,1,2.2,22,72576,82.3,11,6.5,0.1,6.9
602,Columbia,GA,0.671,0.294,64190,43060,18863,0.621,0.363,80579,50013,29236,33.54534185,-82.263524,4500,66,143723,70172,73551,6.2,70.1,16.3,0.2,4,0,102391,74162,1661,31720,870,8.6,10.1,42.9,17.2,22.6,8.2,9.1,86.6,9.4,0.1,0.3,0.6,3,25.2,63139,74.8,20.3,4.9,0.1,5.8
150,Baylor,TX,0.849,0.128,1492,1267,191,0.88,0.107,1680,1478,179,33.61640794,-99.21352901,46,3,3602,1740,1862,10.1,83.8,3.2,0,0,0,2811,36157,3798,30820,8919,13.1,3.4,34.2,17.9,27.2,14.9,5.9,89.5,7,0,1.6,1.4,0.6,10.6,1434,70.9,17.2,11.9,0,2.3
891,Fairfield,OH,0.612,0.342,70542,43163,24150,0.61,0.376,81564,49714,30634,39.75107189,-82.63088163,3097,58,151526,75440,76086,2,87.1,7.1,0.1,1.6,0,112986,63424,1617,29582,674,9.9,12.9,36.5,17,25.1,8,13.4,85.4,8,0.4,1.5,0.9,3.9,28.3,71254,80.1,15.1,4.6,0.2,5.1
1980,Moore,TX,0.755,0.208,5262,3974,1096,0.792,0.192,5502,4356,1059,35.83769242,-101.8930281,1352,22,22016,11466,10550,54.1,33.7,3.2,0.3,7.9,0,11352,52469,3568,21372,1142,16.9,26,22.1,14.9,15.8,16.5,30.7,75,20.6,0.4,2.3,1.1,0.6,16.9,10591,81.6,13.8,4.4,0.3,4.1
3036,Williamson,IL,0.684,0.272,31422,21503,8539,0.677,0.302,33503,22681,10107,37.73033511,-88.92994027,2062,61,67477,33646,33831,2.5,90.1,4,0.2,1,0,52191,48600,1911,26023,773,15.2,21.9,32.3,21.3,24.5,9.2,12.8,85.1,7.7,0.5,1.6,0.9,4.1,21.8,28720,73.5,20.7,5.7,0.1,6.9
1909,Miner,SD,0.664,0.264,1064,706,281,0.692,0.281,1138,787,320,44.02197882,-97.60992207,148,2,2255,1167,1088,2.1,95.2,1,0.1,0.3,0,1648,50658,4509,28633,4110,11.6,16.7,36.5,15,19.4,12,17.2,76.3,7.9,0.5,4.4,2,8.9,21.3,1116,70.7,9.5,19.7,0.1,2
245,Bowman,ND,0.817,0.128,1769,1445,227,0.842,0.138,1657,1395,228,46.11285362,-103.5203343,148,2,3226,1544,1682,5.1,92.6,0.1,1.2,0,0,2437,65435,6252,36318,3321,8.5,5.8,36.7,18.8,14.6,17.3,12.5,77.4,7.6,0,5.3,1.6,8.1,14.3,1796,72.5,11.9,15.3,0.3,1.6
2859,Vanderburgh,IN,0.562,0.393,71957,40422,28296,0.539,0.444,77563,41838,34404,38.02658833,-87.58763124,6695,76,181831,87869,93962,2.5,84.1,9.1,0.2,1.2,0.1,139528,44815,1408,26917,852,18,27.2,33.2,18.1,23.6,7.7,17.4,85.1,7.8,1.6,2,1.2,2.4,19.6,86719,87.3,9.2,3.4,0.1,5.2
1606,Lee,GA,0.754,0.224,14106,10641,3166,0.718,0.273,16714,12007,4558,31.7793306,-84.14324253,756,30,29216,14524,14692,2.7,72.8,19.5,0,2.5,0.1,21090,65018,3516,28061,1187,11.6,16.7,39.9,11.6,25,11.3,12.2,87.6,7.9,0,0.2,0.3,4,20.5,13503,70.1,24.1,5.6,0.3,7.1
1605,Lee,FL,0.587,0.383,325797,191141,124725,0.592,0.4,393854,233242,157672,26.58410348,-81.88399313,23685,518,700165,342731,357434,20.2,68.4,8.2,0.2,1.5,0,515732,52052,572,30233,442,14.9,24.9,30.4,21.7,27.7,11.8,8.3,79.9,9.7,0.8,1,2.9,5.6,27.2,287128,83.2,10.3,6.2,0.2,7.1
2294,Posey,IN,0.674,0.282,12448,8393,3515,0.694,0.287,13264,9206,3811,38.02097333,-87.86480429,855,11,25599,12776,12823,1.1,96.2,1.5,0,0.4,0,19803,60992,2225,30763,1625,9.5,10.5,31.7,17.6,19.4,10.9,20.3,89.6,4.9,0,0.9,1.1,3.5,23.6,12454,83.5,12,4.5,0,3.4
1551,Lake,OR,0.787,0.165,3814,3001,628,0.795,0.182,4336,3449,788,42.79246693,-120.3850163,47,0,7807,4165,3642,7.9,85.2,0.3,1.9,0.8,0,6250,32769,3649,21005,1489,20,25.6,30.5,22.6,16.8,17.8,12.2,70.9,9,0.1,6.6,2.2,11.1,14.6,3039,61.5,24.7,13,0.8,6.9
670,Crosby,TX,0.689,0.273,1712,1180,468,0.715,0.27,1953,1396,527,33.61431553,-101.3000364,117,7,5895,2918,2977,55.4,40,3.7,0,0,0,4174,38674,2969,20057,1734,20.8,29.7,30,18.4,21.5,19.2,10.9,85.2,7.9,0,2.2,3.5,1.3,21.6,2519,72.1,19.7,7.9,0.2,7.7
2302,Powell,KY,0.709,0.257,4957,3513,1272,0.734,0.248,5505,4041,1367,37.83218794,-83.82553961,163,0,12349,6075,6274,1.6,96.3,0.3,0,1,0.1,9259,34647,3402,19302,2103,24.1,29.8,21.1,15.9,20.9,13.7,28.4,76.4,19.4,0,1.7,1.4,1,28.5,4615,73.6,16.4,8.4,1.6,5.4
2188,Pearl River,MS,0.822,0.155,18893,15530,2919,0.815,0.172,23656,19283,4068,30.77090935,-89.58677275,1202,60,55049,27106,27943,3,81.9,12.9,0.1,0.3,0,41951,44734,3994,22136,1037,17.9,25,29.4,17.5,24.1,12.9,16.1,82.3,12.3,0,1.3,1.6,2.6,34.5,21083,75.3,17.5,6.9,0.2,10
1906,Mills,IA,0.664,0.273,7608,5050,2080,0.676,0.303,8247,5572,2500,41.03299766,-95.61920963,477,3,14933,7487,7446,2.8,94.6,0.8,0.5,0.2,0,11311,67949,4799,31309,1404,9.1,8.4,32.1,18.4,23.1,12.9,13.5,84.8,6.7,1.7,1.9,0.7,4.2,24.7,7416,75.5,16.9,7.5,0.2,3.2
724,Dawes,NE,0.715,0.219,3578,2559,785,0.711,0.263,4121,2931,1082,42.71985036,-103.1313774,270,5,8972,4495,4477,4.8,85.3,0.9,2.8,0.9,2.2,7087,46146,8364,24811,2566,14.3,10.8,37.9,22,22.7,10.3,7.1,71.7,8.4,0.1,14.4,2,3.4,12.8,4590,60.2,30.8,8.5,0.4,1
1201,Harrison,IA,0.663,0.288,7378,4892,2123,0.684,0.3,8144,5569,2440,41.68330137,-95.81558439,741,17,14196,7016,7180,1.6,96.5,0.2,0.3,0.3,0.1,10917,57558,2479,29332,1095,10.4,13.1,31.4,13.5,23,13.2,18.9,81.5,9,0.2,2.6,1.9,4.7,26.4,7308,80,10.2,9.7,0.1,1.7
497,Choctaw,OK,0.775,0.196,5419,4202,1064,0.806,0.186,5832,4698,1082,34.02807439,-95.54771129,488,2,14979,7248,7731,4,61.3,11.4,15.1,0.1,0.2,11251,30298,1722,19446,1234,31,43.6,27.4,23,18.9,14.8,15.9,86.2,7.3,0.9,1.7,1.2,2.7,22.7,5061,75.5,18,6.1,0.4,8.6
2832,Union,NJ,0.308,0.663,219385,67582,145412,0.306,0.681,200561,61281,136519,40.65835409,-74.30680092,20674,1374,557320,271607,285713,30.7,40.7,20.1,0.1,4.9,0,352205,73376,1330,38163,603,10.3,14.4,37.1,17.2,23.9,7.4,14.4,68.6,7.9,11.7,2.8,5.3,3.7,31.1,278003,82.8,12.9,4.1,0.1,7.4
